0.967,0.982
0.969,0.983
0.97,0.984
0.972,0.985
0.973,0.986
0.975,0.987
0.976,0.988
0.978,0.989
0.979,0.99
0.981,0.99
0.982,0.991
0.983,0.992
0.985,0.993
0.986,0.994
0.986,0.994
0.987,0.994
0.988,0.995
0.989,0.996
0.99,0.997
0.99,0.997
0.99,0.997
0.99,0.996
0.989,0.996
0.988,0.995
0.987,0.995
0.987,0.994
0.986,0.994
0.986,0.994
0.986,0.994
0.986,0.994
0.986,0.994
0.986,0.994
0.986,0.994
0.985,0.993
0.985,0.993
0.985,0.993
0.985,0.993
0.984,0.992
0.983,0.992
0.981,0.991
0.98,0.99
0.978,0.989
0.976,0.987
0.971,0.985
0.971,0.984
0.97,0.984
0.968,0.983
0.966,0.981
0.962,0.979
0.957,0.976
0.95,0.971
0.941,0.967
0.939,0.966
0.936,0.964
0.931,0.962
0.924,0.959
0.917,0.955
0.909,0.952
0.901,0.948
0.894,0.945
0.89,0.943
0.885,0.941
0.878,0.938
0.871,0.936
0.866,0.934
0.859,0.931
0.853,0.928
0.846,0.926
0.84,0.923
0.835,0.921
0.829,0.919
0.823,0.917
0.817,0.915
0.817,0.914
0.815,0.914
0.814,0.913
0.813,0.913
0.811,0.912
0.808,0.911
0.803,0.909
0.802,0.909
0.8,0.908
0.798,0.907
0.797,0.907
0.797,0.907
0.796,0.906
0.794,0.906
0.792,0.905
0.789,0.904
0.784,0.902
0.778,0.9
0.771,0.898
0.765,0.895
0.759,0.893
0.753,0.891
0.747,0.889
0.741,0.887
0.736,0.885
0.73,0.883
0.724,0.881
0.719,0.88
0.713,0.878
0.708,0.876
0.703,0.874
0.698,0.873
0.692,0.871
0.687,0.87
0.682,0.868
0.677,0.866
0.672,0.865
0.668,0.863
0.663,0.862
0.658,0.861
0.653,0.859
0.649,0.858
0.644,0.856
0.64,0.855
0.635,0.854
0.631,0.852
0.626,0.851
0.622,0.85
0.618,0.849
0.614,0.848
0.609,0.846
0.605,0.845
0.601,0.844
0.597,0.843
0.593,0.842
0.589,0.841
0.585,0.84
0.581,0.839
0.577,0.838
0.574,0.837
0.57,0.836
0.566,0.835
0.562,0.834
0.559,0.833
0.555,0.832
0.551,0.831
0.548,0.83
0.544,0.829
0.541,0.829
0.537,0.828
0.534,0.827
0.53,0.826
0.527,0.825
0.524,0.824
0.52,0.824
0.517,0.823
0.514,0.822
0.51,0.821
0.507,0.821
0.504,0.82
0.501,0.819
0.497,0.818
0.494,0.818
0.491,0.817
0.488,0.816
0.485,0.816
0.482,0.815
0.479,0.814
0.476,0.814
0.473,0.813
0.47,0.812
0.467,0.812
0.464,0.811
0.461,0.811
0.458,0.81
0.455,0.809
0.453,0.809
0.45,0.808
0.447,0.808
0.444,0.807
0.441,0.807
0.439,0.806
0.436,0.805
0.433,0.805
0.431,0.804
0.428,0.804
0.425,0.803
0.423,0.803
0.42,0.802
0.417,0.802
0.415,0.801
0.412,0.801
0.41,0.8
0.407,0.8
0.404,0.799
0.402,0.799
0.399,0.799
0.397,0.798
0.394,0.798
0.392,0.797
0.389,0.797
0.387,0.796
0.385,0.796
0.382,0.796
0.38,0.795
0.377,0.795
0.375,0.794
0.373,0.794
0.37,0.794
0.368,0.793
0.366,0.793
0.363,0.792
0.361,0.792
0.359,0.792
0.356,0.791
0.354,0.791
0.352,0.791
0.35,0.79
0.347,0.79
0.345,0.789
0.343,0.789
0.341,0.789
0.338,0.788
0.336,0.788
0.334,0.788
0.332,0.788
0.33,0.787
0.328,0.787
0.325,0.787
0.323,0.786
0.321,0.786
0.319,0.786
0.317,0.785
0.315,0.785
0.313,0.785
0.311,0.784
0.309,0.784
0.307,0.784
0.305,0.784
0.302,0.783
0.3,0.783
0.298,0.783
0.296,0.783
0.294,0.782
0.292,0.782
0.29,0.782
0.288,0.781
0.286,0.781
0.284,0.781
0.282,0.781
0.28,0.78
0.278,0.78
0.277,0.78
0.275,0.78
0.273,0.779
0.271,0.779
0.269,0.779
0.267,0.779
0.265,0.779
0.263,0.778
0.261,0.778
0.259,0.778
0.257,0.778
0.255,0.777
0.254,0.777
0.252,0.777
0.25,0.777
0.248,0.777
0.246,0.776
0.244,0.776
0.243,0.776
0.241,0.776
0.239,0.776
0.237,0.775
0.235,0.775
0.233,0.775
0.232,0.775
0.23,0.775
0.228,0.774
0.226,0.774
0.224,0.774
0.222,0.774
0.221,0.774
0.219,0.774
0.217,0.773
0.215,0.773
0.214,0.773
0.212,0.773
0.21,0.773
0.208,0.773
0.207,0.772
0.205,0.772
0.203,0.772
0.201,0.772
0.2,0.772
0.198,0.772
0.196,0.771
0.195,0.771
0.193,0.771
0.191,0.771
0.189,0.771
0.188,0.771
0.186,0.771
0.184,0.77
0.183,0.77
0.181,0.77
0.179,0.77
0.178,0.77
0.176,0.77
0.174,0.77
0.173,0.77
0.171,0.769
0.17,0.769
0.168,0.769
0.166,0.769
0.165,0.769
0.163,0.769
0.161,0.769
0.16,0.769
0.158,0.768
0.156,0.768
0.155,0.768
0.153,0.768
0.152,0.768
0.15,0.768
0.148,0.768
0.147,0.768
0.145,0.768
0.143,0.767
0.142,0.767
0.14,0.767
0.139,0.767
0.137,0.767
0.136,0.767
0.134,0.767
0.132,0.767
0.131,0.767
0.129,0.767
0.128,0.767
0.126,0.766
0.125,0.766
0.123,0.766
0.122,0.766
0.12,0.766
0.119,0.766
0.117,0.766
0.116,0.766
0.114,0.766
0.113,0.766
0.111,0.766
0.109,0.766
0.108,0.765
0.106,0.765
0.105,0.765
0.103,0.765
0.102,0.765
0.1,0.765
0.099,0.765
0.097,0.765
0.096,0.765
0.094,0.765
0.093,0.765
0.091,0.765
0.09,0.765
0.088,0.765
0.087,0.765
0.085,0.765
0.084,0.764
0.082,0.764
0.081,0.764
0.079,0.764
0.078,0.764
0.076,0.764
0.075,0.764
0.073,0.764
0.072,0.764
0.07,0.764
0.069,0.764
0.067,0.764
0.066,0.764
0.064,0.764
0.063,0.764
0.061,18.452
0.058,18.452
0.055,18.452
0.053,18.452
0.05,18.452
0.047,18.452
0.044,18.452
0.041,18.452
0.039,18.452
0.037,18.452
0.034,18.452
0.031,18.452
0.029,18.452
0.027,18.452
0.026,18.452
0.025,18.452
0.024,18.452
0.023,18.452
0.022,18.452
0.022,18.452
0.022,42.722
0.022,42.722
0.023,42.722
0.025,42.722
0.026,42.722
0.027,42.722
0.029,42.722
0.031,42.722
0.033,42.722
0.035,42.722
0.037,42.722
0.04,42.722
0.043,42.722
0.045,42.722
0.048,42.722
0.051,42.722
0.053,42.722
0.056,42.722
0.058,42.722
0.061,42.722
0.063,42.722
0.065,42.722
0.066,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.068,42.722
0.068,42.722
0.068,42.722
0.068,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.067,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.066,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.065,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.064,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.063,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.062,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.061,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.06,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.059,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.058,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.057,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.056,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.055,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,42.722
0.054,1012.922
0.051,1012.922
0.048,1012.922
0.045,1012.922
0.042,1012.922
0.039,1012.922
0.036,1012.922
0.033,1012.922
0.03,1012.922
0.027,1012.922
0.024,1012.922
0.021,1012.922
0.018,1012.922
0.015,1012.922
0.012,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
0.011,1012.922
