time,thrust
5.588742,2315.117126
5.592613,2337.482726
5.596484,2406.717414
5.600355,2330.767564
5.604226,2300.398588
5.608097,2363.274429
5.611968,2356.120726
5.615839,2340.552514
5.619,2397.919182
5.622871,2400.769699
5.626742,2326.272517
5.630613,2347.267676
5.634484,2355.134008
5.638355,2347.103223
5.642226,2334.632208
5.646097,2330.740156
5.649968,2349.816697
5.653839,2400.98897
5.658,2346.527638
5.661871,2312.814785
5.665742,2363.274429
5.669613,2353.763567
5.673484,2329.150444
5.677355,2386.051161
5.681226,2398.056226
5.685097,2348.007714
5.688968,2327.012556
5.692839,2356.860764
5.697,2392.711505
5.700871,2374.073505
5.704742,2338.55167
5.708613,2345.705373
5.712484,2367.796885
5.716355,2350.638961
5.720226,2320.708526
5.724097,2338.058311
5.727968,2378.376691
5.731839,2323.778314
5.735,2329.068217
5.738871,2362.808479
5.742742,2380.130855
5.746613,2350.693779
5.750484,2357.025217
5.754355,2365.302682
5.758226,2374.621682
5.762097,2353.516888
5.765968,2349.158885
5.769839,2362.945523
5.774,2349.131476
5.777871,2334.659617
5.781742,2376.046941
5.785613,2365.247864
5.789484,2322.846414
5.793355,2350.940458
5.797226,2357.162261
5.801097,2300.069682
5.804968,2332.165414
5.808839,2363.630744
5.813,2373.251241
5.816871,2342.9919
5.820742,2287.982391
5.824613,2346.527638
5.828484,2425.930999
5.832355,2364.617461
5.836226,2327.588141
5.840097,2380.267899
5.843968,2371.825982
5.847839,2344.526794
5.852,2361.931396
5.855871,2356.038499
5.859742,2357.573394
5.863613,2328.54745
5.867484,2308.5116
5.871355,2358.779382
5.875226,2407.868584
5.879097,2313.500006
5.882968,2316.021617
5.886839,2403.866896
5.89,2383.03619
5.893871,2352.776849
5.897742,2366.453852
5.901613,2356.093317
5.905484,2331.233514
5.909355,2345.842417
5.913226,2353.92802
5.917097,2393.725632
5.920968,2350.803414
5.924839,2332.302458
5.929,2392.656687
5.932871,2365.083411
5.936742,2305.852944
5.940613,2365.57677
5.944484,2306.949297
5.948355,2336.715279
5.952226,2398.87849
5.956097,2366.700532
5.959968,2360.643182
5.963839,2386.900835
5.968,2352.859076
5.971871,2326.464379
5.975742,2366.673123
5.979613,2379.253773
5.983484,2374.237958
5.987355,2426.890308
5.991226,2335.893014
5.995097,2292.915979
5.998968,2363.521108
6.002839,2387.777917
6.006,2339.045029
6.009871,2360.752817
6.013742,2327.533323
6.017613,2320.516664
6.021484,2364.17892
6.025355,2362.150667
6.029226,2363.877423
6.033097,2340.579923
6.036968,2325.50507
6.040839,2335.07075
6.045,2392.519643
6.048871,2380.706441
6.052742,2364.014467
6.056613,2382.460605
6.060484,2332.603955
6.064355,2358.642338
6.068226,2381.336843
6.072097,2332.357276
6.075968,2336.824914
6.079839,2372.922335
6.084,2349.213702
6.087871,2339.373935
6.091742,2367.221299
6.095613,2344.006026
6.099484,2327.231826
6.103355,2327.478506
6.107226,2358.998652
6.111097,2408.553805
6.114968,2393.890085
6.118839,2346.034279
6.123,2370.619994
6.126871,2406.690005
6.130742,2365.823449
6.134613,2373.333467
6.138484,2395.013846
6.142355,2349.707061
6.146226,2340.634741
6.150097,2366.810167
6.153968,2345.568329
6.157839,2330.740156
6.161,2330.712747
6.164871,2324.134629
6.168742,2329.808256
6.172613,2339.401344
6.176484,2316.816473
6.180355,2352.804258
6.184226,2389.778761
6.188097,2375.690626
6.191968,2368.619149
6.195839,2393.204864
6.2,2388.764635
6.203871,2377.280338
6.207742,2398.604402
6.211613,2361.300994
6.215484,2354.668058
6.219355,2396.466514
6.223226,2342.142226
6.227097,2315.829756
6.230968,2341.073282
6.234839,2363.71297
6.239,2316.377932
6.242871,2327.122191
6.246742,2316.487567
6.250613,2346.829135
6.254484,2402.743134
6.258355,2352.256082
6.262226,2294.039741
6.266097,2371.305214
6.269968,2388.983905
6.273839,2380.404943
6.277,2405.237337
6.280871,2417.98244
6.284742,2343.45785
6.288613,2368.975464
6.292484,2363.356655
6.296355,2351.625679
6.300226,2374.594273
6.304097,2346.308367
6.307968,2310.073903
6.311839,2331.891326
6.316,2330.000117
6.319871,2356.394814
6.323742,2377.69147
6.327613,2337.564953
6.331484,2364.124102
6.335355,2380.980529
6.339226,2365.439726
6.343097,2358.58752
6.346968,2381.062755
6.350839,2376.430664
6.355,2382.953964
6.358871,2410.06129
6.362742,2355.956273
6.366613,2342.635585
6.370484,2374.758726
6.374355,2356.72372
6.378226,2336.660461
6.382097,2317.255014
6.385968,2332.02837
6.389839,2347.130632
6.393,2321.119658
6.396871,2353.379844
6.400742,2367.988746
6.404613,2355.106599
6.408484,2368.399879
6.412355,2368.783602
6.416226,2345.376467
6.420097,2400.769699
6.423968,2389.038723
6.427839,2343.841573
6.432,2387.805326
6.435871,2412.555493
6.439742,2391.286246
6.443613,2360.725408
6.447484,2343.046717
6.451355,2334.961114
6.455226,2345.952052
6.459097,2356.72372
6.462968,2379.527861
6.466839,2356.230361
6.471,2328.30077
6.474871,2299.220009
6.478742,2348.912205
6.482613,2378.321873
6.486484,2374.155732
6.490355,2345.458694
6.494226,2351.981994
6.498097,2369.139917
6.501968,2384.516267
6.505839,2394.68494
6.51,2372.264523
6.513871,2358.286023
6.517742,2362.287711
6.521613,2377.280338
6.525484,2378.404099
6.529355,2349.98115
6.533226,2346.7195
6.537097,2316.213479
6.540968,2347.048405
6.544839,2359.464602
6.548,2361.903988
6.551871,2344.115661
6.555742,2330.274206
6.559613,2346.089097
6.563484,2371.305214
6.567355,2394.849393
6.571226,2392.492235
6.575097,2373.49792
6.578968,2361.355811
6.582839,2352.256082
6.587,2386.54452
6.590871,2365.713814
6.594742,2345.897235
6.598613,2345.760191
6.602484,2341.676276
6.606355,2354.256926
6.610226,2384.927399
6.614097,2362.342529
6.617968,2358.779382
6.621839,2332.357276
6.626,2381.254617
6.629871,2411.70582
6.633742,2372.675655
6.637613,2351.981994
6.641484,2375.526173
